loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
LN-0101545,BW-0051545,CONVENTIONAL,2022-11-20,2037-11-20,438245,373482.13,5.281,180,TX,REFINANCE_RATE_TERM,A,10+ years,$75k-$120k,CURRENT,0,PennyMac Financial Services,2026-01-25,2026-01-17,PENDING_REVIEW,LOS_ENCOMPASS_PROD
LN-0101546,BW-0051546,VA,2023-07-17,2053-07-17,329447,310229.26,6.689,360,DE,PURCHASE,B,6-9 years,$200k+,CURRENT,0,Rocket Mortgage Servicing,2026-01-01,2025-12-18,EXCEPTION_NOTED,ORIGINATION_PORTAL_V2
LN-0101547,BW-0051547,VA,2025-08-01,2040-08-01,536480,523962.13,5.627,180,PA,PURCHASE,B,6-9 years,$200k+,CURRENT,0,Wells Fargo Home Mortgage,2026-01-06,2026-01-08,PENDING_REVIEW,ORIGINATION_PORTAL_V2
LN-0101548,BW-0051548,JUMBO,2024-05-15,2021-08-01,819120,788061.7,7.708,240,FL,PURCHASE,C,< 1 year,$40k-$75k,CURRENT,0,Mr. Cooper Group,2026-01-25,2026-01-18,AUDIT_COMPLETE,LOS_ENCOMPASS_PROD
LN-0101549,BW-0051549,CONVENTIONAL,2022-04-18,2037-04-18,370447,305618.77,6.608,180,OR,REFINANCE_CASH_OUT,C,3-5 years,$200k+,CURRENT,0,Mr. Cooper Group,2026-01-08,2026-01-03,VERIFIED,ORIGINATION_PORTAL_V2
LN-0101550,BW-0051550,FHA,2025-04-06,2055-04-06,205143,201553,4.543,360,CA,REFINANCE_CASH_OUT,A,1-2 years,$75k-$120k,CURRENT,0,Rocket Mortgage Servicing,2026-01-22,2026-01-10,EXCEPTION_NOTED,SERVICING_MSP_CORE
LN-0101551,BW-0051551,VA,2025-03-19,2055-03-19,185497,181890.11,5.72,360,IL,PURCHASE,B,6-9 years,$75k-$120k,CURRENT,0,Rocket Mortgage Servicing,2026-01-16,2026-01-02,PENDING_REVIEW,CORE_BLACKKNIGHT_LPS
LN-0101552,BW-0051552,CONVENTIONAL,2024-09-23,2054-09-23,481696,466709.9,6.895,360,WA,REFINANCE_RATE_TERM,C,1-2 years,$200k+,CURRENT,0,Chase Home Lending,2026-01-15,2026-01-21,EXCEPTION_NOTED,SERVICING_MSP_CORE
LN-0101553,BW-0051553,CONVENTIONAL,2021-09-20,2036-09-20,-214827,171384.21,5.375,180,VA,REFINANCE_RATE_TERM,A,10+ years,< $40k,LATE_30,51,PennyMac Financial Services,2025-11-29,2026-01-22,EXCEPTION_NOTED,SERVICING_MSP_CORE
LN-0101554,BW-0051554,FHA,2025-05-17,2040-05-17,270327,261916.83,6.004,180,MA,PURCHASE,B,1-2 years,$120k-$200k,CURRENT,0,PennyMac Financial Services,2025-12-31,2026-01-06,EXCEPTION_NOTED,SERVICING_MSP_CORE
LN-0101555,BW-0051555,CONVENTIONAL,2022-03-02,2037-03-02,503907,411804,8.422,180,ID,PURCHASE,D,3-5 years,$120k-$200k,DEFAULT,181,Chase Home Lending,2025-07-30,2026-01-06,AUDIT_COMPLETE,ORIGINATION_PORTAL_V2
LN-0101556,BW-0051556,CONVENTIONAL,2022-02-12,2037-02-12,589294,481584.15,5.981,180,SD,PURCHASE,A,< 1 year,$75k-$120k,CURRENT,0,U.S. Bank Home Mortgage,2026-01-12,2025-12-28,PENDING_REVIEW,CORE_BLACKKNIGHT_LPS
LN-0101557,BW-0051557,CONVENTIONAL,2022-08-10,2037-08-10,426517,358511.23,6.428,180,MT,PURCHASE,B,< 1 year,$120k-$200k,LATE_60,81,Chase Home Lending,2025-11-01,2026-01-21,EXCEPTION_NOTED,SERVICING_MSP_CORE
LN-0101558,BW-0051558,FHA,2025-01-27,2055-01-27,187450,183076.17,9.845,360,FL,REFINANCE_CASH_OUT,D,10+ years,< $40k,CURRENT,0,Freedom Mortgage Corporation,2026-01-03,2026-01-21,MISSING_DOCS,ORIGINATION_PORTAL_V2
LN-0101559,BW-0051559,FHA,2022-01-29,2042-01-29,263657,226745.02,8.038,240,PA,PURCHASE,C,6-9 years,$200k+,CURRENT,0,Rocket Mortgage Servicing,2026-01-06,2026-01-29,AUDIT_COMPLETE,SERVICING_MSP_CORE
LN-0101560,BW-0051560,VA,2025-01-31,2045-01-31,635705,613455.32,4.975,240,WA,PURCHASE,A,10+ years,$40k-$75k,CURRENT,0,Mr. Cooper Group,2026-01-06,2026-01-23,AUDIT_COMPLETE,SERVICING_MSP_CORE
LN-0101561,BW-0051576,FHA,2023-11-19,2038-11-19,229821,206583.54,5.968,180,TX,PURCHASE,B,6-9 years,< $40k,CURRENT,0,Wells Fargo Home Mortgage,2026-01-08,2026-01-05,PENDING_REVIEW,SERVICING_MSP_CORE
LN-0101562,BW-0051562,CONVENTIONAL,2023-08-08,2038-08-08,223105,317098,5.012,180,NC,REFINANCE_CASH_OUT,A,10+ years,$40k-$75k,CURRENT,0,Rocket Mortgage Servicing,2026-01-06,2026-01-29,EXCEPTION_NOTED,LOS_ENCOMPASS_PROD
LN-0101563,BW-0051563,CONVENTIONAL,2022-01-06,2052-01-06,275652,249924.48,5.274,360,PA,PURCHASE,A,6-9 years,< $40k,CURRENT,0,Rocket Mortgage Servicing,2026-01-13,2026-01-24,VERIFIED,ORIGINATION_PORTAL_V2
LN-0101564,BW-0051564,CONVENTIONAL,2024-12-21,2054-12-21,197153,192169.41,4.994,360,CA,PURCHASE,A,3-5 years,$75k-$120k,CURRENT,0,Mr. Cooper Group,2026-01-18,2026-01-10,EXCEPTION_NOTED,CORE_BLACKKNIGHT_LPS
LN-0101565,BW-0051565,CONVENTIONAL,2022-11-20,2052-11-20,226974,210203.14,7.678,360,AL,PURCHASE,C,3-5 years,$200k+,CURRENT,0,Wells Fargo Home Mortgage,2026-01-17,2025-12-18,MISSING_DOCS,ORIGINATION_PORTAL_V2
LN-0101566,BW-0051566,CONVENTIONAL,2024-02-15,2039-02-15,648352,590360.52,6.92,180,NY,REFINANCE_CASH_OUT,B,6-9 years,< $40k,CURRENT,0,Wells Fargo Home Mortgage,2026-01-07,2025-12-31,EXCEPTION_NOTED,SERVICING_MSP_CORE
LN-0101567,BW-0051567,CONVENTIONAL,2025-04-24,2045-04-24,643566,698856,5.455,240,FL,REFINANCE_CASH_OUT,A,3-5 years,< $40k,CURRENT,0,Mr. Cooper Group,2026-01-03,2026-01-21,VERIFIED,ORIGINATION_PORTAL_V2
LN-0101568,BW-0051583,CONVENTIONAL,2024-03-09,2044-03-09,476487,445912.42,6.815,240,CA,REFINANCE_RATE_TERM,B,< 1 year,$200k+,CURRENT,0,Rocket Mortgage Servicing,2026-01-05,2026-01-12,EXCEPTION_NOTED,SERVICING_MSP_CORE
LN-0101569,BW-0051569,CONVENTIONAL,2021-12-17,2036-12-17,262277,212298.66,5.997,180,MA,PURCHASE,B,6-9 years,$75k-$120k,CURRENT,0,Mr. Cooper Group,2026-01-17,2026-01-04,VERIFIED,SERVICING_MSP_CORE
LN-0101570,BW-0051570,VA,2024-04-18,2044-04-18,615253,577568.75,13.232,240,FL,PURCHASE,E,1-2 years,$40k-$75k,CURRENT,0,Rocket Mortgage Servicing,2026-01-03,2025-12-19,,ORIGINATION_PORTAL_V2
LN-0101571,BW-0051571,FHA,2023-07-13,2043-07-13,387505,353598.31,4.723,240,KS,REFINANCE_RATE_TERM,A,< 1 year,$120k-$200k,CURRENT,0,Mr. Cooper Group,2026-01-10,2026-01-26,MISSING_DOCS,CORE_BLACKKNIGHT_LPS
LN-0101572,BW-0051572,CONVENTIONAL,2023-05-11,2038-05-11,565034,494718.66,5.919,180,UT,PURCHASE,A,6-9 years,$75k-$120k,CURRENT,0,Rocket Mortgage Servicing,2026-01-27,2026-01-14,PENDING_REVIEW,LOS_ENCOMPASS_PROD
LN-0101573,BW-0051573,JUMBO,2025-04-27,2040-04-27,935297,902561.61,4.584,180,CA,PURCHASE,A,6-9 years,< $40k,CURRENT,0,Mr. Cooper Group,2026-01-10,2024-09-06,MISSING_DOCS,CORE_BLACKKNIGHT_LPS
LN-0101574,BW-0051574,CONVENTIONAL,2024-03-19,2044-03-19,559076,523201.96,5.731,240,WA,PURCHASE,A,3-5 years,< $40k,CURRENT,0,Rocket Mortgage Servicing,2026-01-27,2025-12-30,MISSING_DOCS,LOS_ENCOMPASS_PROD
LN-0101575,BW-0051575,CONVENTIONAL,2023-12-25,2038-12-25,367211,331509.93,4.613,180,IL,REFINANCE_CASH_OUT,A,1-2 years,< $40k,CURRENT,105,U.S. Bank Home Mortgage,2026-01-19,2025-12-21,AUDIT_COMPLETE,ORIGINATION_PORTAL_V2
LN-0101576,BW-0051576,CONVENTIONAL,2025-07-13,2055-07-13,292814,289397.84,9.033,360,TX,PURCHASE,D,6-9 years,< $40k,CURRENT,0,PennyMac Financial Services,2026-01-07,2025-12-21,VERIFIED,LOS_ENCOMPASS_PROD
LN-0101577,BW-0051577,CONVENTIONAL,2022-03-03,2042-03-03,340849,294124.28,6.126,240,FL,REFINANCE_RATE_TERM,B,10+ years,$75k-$120k,CURRENT,0,Mr. Cooper Group,2026-01-10,2026-01-19,VERIFIED,CORE_BLACKKNIGHT_LPS
LN-0101578,BW-0051578,FHA,2024-03-29,2054-03-29,230537,220675.14,9.178,360,CA,PURCHASE,D,10+ years,< $40k,CURRENT,0,Freedom Mortgage Corporation,2026-01-25,2025-03-15,VERIFIED,CORE_BLACKKNIGHT_LPS
LN-0101579,BW-0051579,VA,2024-05-13,2039-05-13,428955,395591.83,5.643,180,IL,PURCHASE,B,6-9 years,$200k+,CURRENT,166,Freedom Mortgage Corporation,2026-01-27,2026-01-28,EXCEPTION_NOTED,SERVICING_MSP_CORE
LN-0101580,BW-0051580,FHA,2024-12-25,2039-12-25,229066,217485.44,6.633,180,CO,PURCHASE,C,3-5 years,< $40k,CURRENT,0,Rocket Mortgage Servicing,2026-01-12,2025-12-31,EXCEPTION_NOTED,ORIGINATION_PORTAL_V2
LN-0101581,BW-0051581,FHA,2025-04-10,2045-04-10,176795,172154.13,5.958,240,UT,PURCHASE,A,1-2 years,$75k-$120k,CURRENT,0,Chase Home Lending,2026-01-03,2026-01-20,EXCEPTION_NOTED,ORIGINATION_PORTAL_V2
LN-0101582,BW-0051582,VA,2025-01-03,2055-01-03,627047,612415.9,5.268,360,CA,REFINANCE_RATE_TERM,A,< 1 year,$120k-$200k,CURRENT,0,Wells Fargo Home Mortgage,2026-01-14,2026-01-10,VERIFIED,CORE_BLACKKNIGHT_LPS
LN-0101583,BW-0051583,CONVENTIONAL,2022-01-04,2042-01-04,280839,241521.54,5.414,240,CA,REFINANCE_RATE_TERM,A,< 1 year,$200k+,LATE_60,79,Wells Fargo Home Mortgage,2025-10-31,2026-01-02,VERIFIED,CORE_BLACKKNIGHT_LPS
LN-0101584,BW-0051584,JUMBO,2023-06-05,2038-06-05,1377612,1211533.22,10.886,180,MA,REFINANCE_CASH_OUT,D,< 1 year,< $40k,CURRENT,0,PennyMac Financial Services,2026-01-06,2026-01-01,AUDIT_COMPLETE,CORE_BLACKKNIGHT_LPS
LN-0101585,BW-0051585,CONVENTIONAL,2022-10-20,2052-10-20,565592,522701.27,8.056,360,NC,PURCHASE,C,1-2 years,$75k-$120k,CURRENT,0,Rocket Mortgage Servicing,2026-01-15,2025-12-31,VERIFIED,LOS_ENCOMPASS_PROD
LN-0101586,BW-0051586,CONVENTIONAL,2024-12-13,2044-12-13,450404,433326.18,5.747,240,NY,REFINANCE_CASH_OUT,B,3-5 years,$75k-$120k,CURRENT,0,PennyMac Financial Services,2025-12-31,2025-12-28,AUDIT_COMPLETE,SERVICING_MSP_CORE
LN-0101587,BW-0051587,FHA,2023-07-12,2038-07-12,216725,191440.42,6.148,180,FL,PURCHASE,B,3-5 years,$75k-$120k,CURRENT,0,Rocket Mortgage Servicing,2026-01-09,2025-12-26,VERIFIED,CORE_BLACKKNIGHT_LPS
LN-0101588,BW-0051588,FHA,2023-11-01,2053-11-01,171635,162624.16,6.895,360,CA,REFINANCE_CASH_OUT,C,3-5 years,$75k-$120k,CURRENT,0,Wells Fargo Home Mortgage,2026-01-08,2025-12-30,MISSING_DOCS,ORIGINATION_PORTAL_V2
LN-0101589,BW-0051589,CONVENTIONAL,2023-01-10,2043-01-10,358705,468168,4.921,240,OR,PURCHASE,A,1-2 years,$40k-$75k,LATE_30,39,Freedom Mortgage Corporation,2025-12-20,2026-01-18,AUDIT_COMPLETE,ORIGINATION_PORTAL_V2
LN-0101590,BW-0051590,JUMBO,2023-06-02,2053-06-02,1606280,0,8.31,360,MA,PURCHASE,C,1-2 years,$120k-$200k,PAID_OFF,0,Rocket Mortgage Servicing,2026-01-20,2026-01-11,MISSING_DOCS,ORIGINATION_PORTAL_V2
LN-0101591,BW-0051591,FHA,2021-12-16,2041-12-16,183443,157225.94,6.718,240,CA,PURCHASE,B,10+ years,$120k-$200k,LATE_30,38,Freedom Mortgage Corporation,2025-12-17,2026-01-08,AUDIT_COMPLETE,ORIGINATION_PORTAL_V2
LN-0101592,BW-0051592,CONVENTIONAL,2022-02-04,2042-02-04,209873,181102.91,6.506,240,NY,PURCHASE,C,6-9 years,< $40k,LATE_30,44,Rocket Mortgage Servicing,2025-12-05,2025-12-18,VERIFIED,ORIGINATION_PORTAL_V2
LN-0101593,BW-0051593,FHA,2025-01-03,2040-01-03,318396,303537.52,7.896,180,TX,REFINANCE_CASH_OUT,C,6-9 years,$120k-$200k,CURRENT,0,Freedom Mortgage Corporation,2026-01-25,2025-12-19,AUDIT_COMPLETE,SERVICING_MSP_CORE
LN-0101594,BW-0051594,CONVENTIONAL,2023-12-28,2043-12-28,298173,276431.22,6.822,240,WA,REFINANCE_CASH_OUT,B,6-9 years,$40k-$75k,CURRENT,0,U.S. Bank Home Mortgage,2026-01-01,2025-12-20,AUDIT_COMPLETE,ORIGINATION_PORTAL_V2
LN-0101595,BW-0051595,CONVENTIONAL,2024-01-03,2044-01-03,543017,503422.01,10.116,240,FL,REFINANCE_RATE_TERM,D,< 1 year,$75k-$120k,CURRENT,0,Mr. Cooper Group,2026-01-08,2026-01-31,AUDIT_COMPLETE,ORIGINATION_PORTAL_V2
LN-0101596,BW-0051596,CONVENTIONAL,2021-10-18,2036-10-18,237681,190540.94,6.944,180,AR,PURCHASE,B,6-9 years,$120k-$200k,CURRENT,0,PennyMac Financial Services,2026-01-08,2025-12-29,VERIFIED,CORE_BLACKKNIGHT_LPS
LN-0101597,BW-0051597,CONVENTIONAL,2022-04-26,2042-04-26,222895,193640.03,8.358,240,FL,REFINANCE_RATE_TERM,C,3-5 years,$75k-$120k,CURRENT,0,Wells Fargo Home Mortgage,2026-01-16,2026-01-17,VERIFIED,SERVICING_MSP_CORE
LN-0101598,BW-0051598,JUMBO,2023-05-27,2038-05-27,1456766,1275479.56,4.763,180,CA,REFINANCE_CASH_OUT,A,6-9 years,$75k-$120k,LATE_30,39,Rocket Mortgage Servicing,2025-12-09,2026-01-24,VERIFIED,LOS_ENCOMPASS_PROD
LN-0101599,BW-0051599,FHA,2024-01-24,2044-01-24,414500,385485,7.286,240,FL,PURCHASE,C,< 1 year,$75k-$120k,CURRENT,0,U.S. Bank Home Mortgage,2026-01-18,2026-01-11,AUDIT_COMPLETE,CORE_BLACKKNIGHT_LPS
LN-0101600,BW-0051600,FHA,2024-06-07,2039-06-07,322482,298654.16,6.719,180,AZ,PURCHASE,B,3-5 years,$40k-$75k,CURRENT,0,Chase Home Lending,2026-01-23,2025-12-18,MISSING_DOCS,ORIGINATION_PORTAL_V2
LN-0101601,BW-0051601,FHA,2025-06-06,2055-06-06,242224,238927.06,5.762,360,AR,REFINANCE_CASH_OUT,A,3-5 years,$200k+,CURRENT,0,Rocket Mortgage Servicing,2026-01-12,2026-01-08,PENDING_REVIEW,SERVICING_MSP_CORE
LN-0101602,BW-0051602,FHA,2022-08-23,2052-08-23,326066,300071.29,5.694,360,PA,PURCHASE,A,10+ years,$40k-$75k,CURRENT,0,PennyMac Financial Services,2026-01-25,2026-01-03,VERIFIED,LOS_ENCOMPASS_PROD
LN-0101603,BW-0051603,CONVENTIONAL,2022-12-08,2042-12-08,205770,183563.99,8.5,240,PA,PURCHASE,C,1-2 years,$200k+,CURRENT,0,Chase Home Lending,2026-01-06,2026-01-19,MISSING_DOCS,SERVICING_MSP_CORE
LN-0101604,BW-0051604,FHA,2021-12-03,2036-12-03,414336,333770.67,4.951,180,NY,PURCHASE,A,3-5 years,$200k+,LATE_60,87,Mr. Cooper Group,2025-10-26,2026-01-05,VERIFIED,ORIGINATION_PORTAL_V2
LN-0101605,BW-0051605,FHA,2022-12-18,2037-12-18,199142,170487.68,5.212,180,AZ,PURCHASE,A,6-9 years,$200k+,CURRENT,0,Rocket Mortgage Servicing,2026-01-12,2026-01-10,MISSING_DOCS,LOS_ENCOMPASS_PROD
LN-0101606,BW-0051606,JUMBO,2021-09-28,2051-09-28,1716737,1543155.81,6.157,360,MN,PURCHASE,B,3-5 years,$75k-$120k,CURRENT,0,Rocket Mortgage Servicing,2026-01-07,2025-12-24,EXCEPTION_NOTED,SERVICING_MSP_CORE
LN-0101607,BW-0051622,CONVENTIONAL,2023-07-14,2038-07-14,404525,357330.42,7.302,180,OH,REFINANCE_RATE_TERM,C,< 1 year,$200k+,CURRENT,0,Mr. Cooper Group,2026-01-07,2026-01-30,MISSING_DOCS,ORIGINATION_PORTAL_V2
LN-0101608,BW-0051608,CONVENTIONAL,2024-12-12,2044-12-12,453830,436622.28,10.083,240,VA,REFINANCE_RATE_TERM,D,3-5 years,$75k-$120k,LATE_90,99,Wells Fargo Home Mortgage,2025-10-15,2025-12-24,EXCEPTION_NOTED,ORIGINATION_PORTAL_V2
LN-0101609,BW-0051609,CONVENTIONAL,2024-12-12,2054-12-12,194617,189697.51,5.59,360,TX,PURCHASE,B,< 1 year,$120k-$200k,CURRENT,0,Mr. Cooper Group,2026-01-10,2026-01-07,VERIFIED,SERVICING_MSP_CORE
LN-0101610,BW-0051610,CONVENTIONAL,2021-11-16,2051-11-16,308549,278551.18,5.533,360,NY,REFINANCE_RATE_TERM,B,6-9 years,< $40k,CURRENT,0,Wells Fargo Home Mortgage,2026-01-26,2025-12-31,AUDIT_COMPLETE,ORIGINATION_PORTAL_V2
LN-0101611,BW-0051611,CONVENTIONAL,2024-10-31,2044-10-31,325767,311514.69,6.618,240,TX,PURCHASE,C,3-5 years,$120k-$200k,CURRENT,138,Wells Fargo Home Mortgage,2025-12-31,2026-01-30,AUDIT_COMPLETE,ORIGINATION_PORTAL_V2
LN-0101612,BW-0051612,CONVENTIONAL,2023-10-31,2053-10-31,556517,527299.86,8.136,360,TX,PURCHASE,C,6-9 years,$75k-$120k,CURRENT,0,PennyMac Financial Services,2026-01-06,2026-01-07,PENDING_REVIEW,LOS_ENCOMPASS_PROD
,BW-0051613,CONVENTIONAL,2023-10-20,2053-10-20,508923,482204.54,8.452,360,MA,PURCHASE,C,6-9 years,$200k+,LATE_60,80,Rocket Mortgage Servicing,2025-11-06,2026-01-18,EXCEPTION_NOTED,SERVICING_MSP_CORE
LN-0101614,BW-0051614,FHA,2024-12-26,2054-12-26,149669,145885.7,4.573,360,MI,PURCHASE,A,10+ years,$120k-$200k,DEFAULT,171,Freedom Mortgage Corporation,2025-08-13,2026-01-21,VERIFIED,LOS_ENCOMPASS_PROD
LN-0101615,BW-0051615,CONVENTIONAL,2023-10-30,2053-10-30,-448587,425036.18,5.959,360,WA,PURCHASE,B,1-2 years,$120k-$200k,CURRENT,0,Freedom Mortgage Corporation,2026-01-05,2025-12-23,MISSING_DOCS,LOS_ENCOMPASS_PROD
LN-0101616,BW-0051616,FHA,2024-05-15,2021-08-01,296212,253014.42,7.801,240,FL,REFINANCE_RATE_TERM,C,< 1 year,$40k-$75k,CURRENT,0,Rocket Mortgage Servicing,2026-01-21,2026-01-25,EXCEPTION_NOTED,LOS_ENCOMPASS_PROD
LN-0101617,BW-0051617,JUMBO,2023-06-13,2053-06-13,1515501,1424149.97,6.263,360,AZ,REFINANCE_RATE_TERM,B,6-9 years,$200k+,CURRENT,0,Chase Home Lending,2026-01-22,2026-01-08,VERIFIED,CORE_BLACKKNIGHT_LPS
LN-0101618,BW-0051618,CONVENTIONAL,2022-09-29,2052-09-29,615007,567173.12,5.992,360,CO,REFINANCE_RATE_TERM,A,6-9 years,$40k-$75k,CURRENT,0,Wells Fargo Home Mortgage,2026-01-22,2026-01-02,MISSING_DOCS,LOS_ENCOMPASS_PROD
LN-0101619,BW-0051619,VA,2022-03-27,2042-03-27,349683,302767.2,6.882,240,PA,REFINANCE_RATE_TERM,B,6-9 years,$75k-$120k,CURRENT,0,U.S. Bank Home Mortgage,2026-01-17,2024-02-22,PENDING_REVIEW,LOS_ENCOMPASS_PROD
LN-0101620,BW-0051620,JUMBO,2023-12-24,2053-12-24,1343655,1278338.44,7.175,360,WV,PURCHASE,C,10+ years,$120k-$200k,CURRENT,0,Rocket Mortgage Servicing,2026-01-06,2026-01-28,AUDIT_COMPLETE,SERVICING_MSP_CORE
LN-0101621,BW-0051621,CONVENTIONAL,2021-11-28,2036-11-28,362108,291698.11,10.839,180,FL,PURCHASE,D,6-9 years,$75k-$120k,CURRENT,0,PennyMac Financial Services,2026-01-19,2025-12-29,EXCEPTION_NOTED,LOS_ENCOMPASS_PROD
LN-0101622,BW-0051622,CONVENTIONAL,2023-04-19,2038-04-19,223912,195176.63,8.43,180,OH,PURCHASE,D,< 1 year,$200k+,CURRENT,0,PennyMac Financial Services,2026-01-02,2026-01-22,PENDING_REVIEW,LOS_ENCOMPASS_PROD
LN-0101623,BW-0051623,CONVENTIONAL,2022-08-27,2052-08-27,423339,389589.47,4.594,360,NY,REFINANCE_CASH_OUT,A,6-9 years,< $40k,CURRENT,0,U.S. Bank Home Mortgage,2026-01-23,2026-01-07,PENDING_REVIEW,SERVICING_MSP_CORE
LN-0101624,BW-0051624,VA,2025-05-24,2055-05-24,434677,427915.36,7.227,360,TX,PURCHASE,C,6-9 years,< $40k,CURRENT,0,Mr. Cooper Group,2026-01-03,2025-12-25,MISSING_DOCS,LOS_ENCOMPASS_PROD
LN-0101625,BW-0051625,CONVENTIONAL,2022-12-28,2052-12-28,386958,359118.52,4.794,360,CA,PURCHASE,A,6-9 years,$200k+,CURRENT,0,Wells Fargo Home Mortgage,2026-01-07,2025-12-29,MISSING_DOCS,LOS_ENCOMPASS_PROD
LN-0101626,BW-0051626,CONVENTIONAL,2023-07-25,2038-07-25,199721,176420.22,6.706,180,NC,PURCHASE,B,6-9 years,$120k-$200k,CURRENT,0,PennyMac Financial Services,2026-01-22,2026-01-08,EXCEPTION_NOTED,SERVICING_MSP_CORE
LN-0101627,BW-0051627,VA,2025-01-16,2055-01-16,644945,629896.28,4.831,360,CA,REFINANCE_RATE_TERM,A,1-2 years,< $40k,CURRENT,0,Mr. Cooper Group,2026-01-12,2026-01-17,AUDIT_COMPLETE,LOS_ENCOMPASS_PROD
LN-0101628,BW-0051628,CONVENTIONAL,2024-02-20,2054-02-20,296920,283641.08,5.739,360,CO,REFINANCE_RATE_TERM,B,3-5 years,< $40k,CURRENT,0,Chase Home Lending,2026-01-08,2026-01-11,PENDING_REVIEW,CORE_BLACKKNIGHT_LPS
LN-0101629,BW-0051629,VA,2024-06-30,2039-06-30,403457,373646.01,7.827,180,ID,PURCHASE,C,3-5 years,$120k-$200k,LATE_60,62,Wells Fargo Home Mortgage,2025-11-22,2025-12-25,EXCEPTION_NOTED,CORE_BLACKKNIGHT_LPS
LN-0101630,BW-0051630,VA,2024-04-28,2044-04-28,279876,262733.59,8.696,240,AZ,REFINANCE_CASH_OUT,D,10+ years,$75k-$120k,CURRENT,0,PennyMac Financial Services,2026-01-26,2025-12-29,AUDIT_COMPLETE,ORIGINATION_PORTAL_V2
LN-0101631,BW-0051631,CONVENTIONAL,2021-12-01,2036-12-01,322981,260179.14,6.151,180,TX,REFINANCE_RATE_TERM,B,< 1 year,$40k-$75k,LATE_90,0,Chase Home Lending,2025-12-24,2025-12-30,MISSING_DOCS,CORE_BLACKKNIGHT_LPS
LN-0101632,BW-0051632,CONVENTIONAL,2023-01-21,2053-01-21,325788,302982.84,6.57,360,HI,REFINANCE_CASH_OUT,B,1-2 years,$120k-$200k,CURRENT,0,PennyMac Financial Services,2026-01-23,2025-12-21,AUDIT_COMPLETE,SERVICING_MSP_CORE
LN-0101633,BW-0051633,FHA,2023-09-22,2053-09-22,236937,224037.1,6.692,360,MI,REFINANCE_CASH_OUT,B,< 1 year,$75k-$120k,CURRENT,0,Mr. Cooper Group,2026-01-06,2026-01-10,MISSING_DOCS,ORIGINATION_PORTAL_V2
LN-0101634,BW-0051634,CONVENTIONAL,2024-12-30,2044-12-30,502871,483803.81,6.259,240,CO,PURCHASE,B,10+ years,$200k+,CURRENT,0,Freedom Mortgage Corporation,2026-01-22,2026-01-30,AUDIT_COMPLETE,LOS_ENCOMPASS_PROD
LN-0101635,BW-0051635,VA,2022-11-29,2052-11-29,641987,594551.29,5.029,360,SC,REFINANCE_CASH_OUT,A,3-5 years,$75k-$120k,CURRENT,0,Mr. Cooper Group,2026-01-17,2026-01-24,VERIFIED,LOS_ENCOMPASS_PROD
LN-0101636,BW-0051636,CONVENTIONAL,2023-02-10,2043-02-10,537217,482376.1,5.304,240,NY,REFINANCE_RATE_TERM,A,1-2 years,< $40k,CURRENT,0,Wells Fargo Home Mortgage,2025-12-31,2025-12-25,EXCEPTION_NOTED,LOS_ENCOMPASS_PROD
LN-0101637,BW-0051637,CONVENTIONAL,2023-09-27,2043-09-27,196126,180109.04,8.257,240,HI,PURCHASE,C,3-5 years,$75k-$120k,CURRENT,0,Freedom Mortgage Corporation,2026-01-16,2026-01-12,AUDIT_COMPLETE,LOS_ENCOMPASS_PROD
LN-0101638,BW-0051638,JUMBO,2021-10-19,2041-10-19,855695,728410.37,9.791,240,VA,REFINANCE_RATE_TERM,D,< 1 year,$200k+,LATE_90,94,Mr. Cooper Group,2025-10-17,2025-12-29,AUDIT_COMPLETE,ORIGINATION_PORTAL_V2
LN-0101639,BW-0051639,JUMBO,2025-02-05,2045-02-05,1602138,1550736.07,6.973,240,CO,REFINANCE_RATE_TERM,C,< 1 year,$120k-$200k,LATE_90,119,Mr. Cooper Group,2025-09-30,2026-01-22,MISSING_DOCS,CORE_BLACKKNIGHT_LPS
LN-0101640,BW-0051640,FHA,2024-02-13,2039-02-13,162677,279131,5.733,180,CA,PURCHASE,B,1-2 years,$200k+,LATE_90,116,Rocket Mortgage Servicing,2025-10-07,2026-01-06,VERIFIED,CORE_BLACKKNIGHT_LPS
LN-0101641,BW-0051641,CONVENTIONAL,2022-11-08,2037-11-08,386097,329040.44,5.857,180,CA,PURCHASE,A,3-5 years,< $40k,CURRENT,0,Wells Fargo Home Mortgage,2026-01-21,2026-01-05,AUDIT_COMPLETE,CORE_BLACKKNIGHT_LPS
LN-0101642,BW-0051642,FHA,2025-03-21,2045-03-21,359771,349277.68,9.711,240,CO,PURCHASE,D,10+ years,$40k-$75k,CURRENT,0,Rocket Mortgage Servicing,2026-01-23,2026-01-01,PENDING_REVIEW,LOS_ENCOMPASS_PROD
LN-0101643,BW-0051643,CONVENTIONAL,2024-08-05,2039-08-05,534521,499183.22,12.833,180,NY,PURCHASE,E,1-2 years,$75k-$120k,CURRENT,0,U.S. Bank Home Mortgage,2026-01-23,2025-12-18,VERIFIED,LOS_ENCOMPASS_PROD
