loan_id,document_status,promissory_note_vaulted,deed_of_trust_recorded,title_policy_attached,last_custody_audit_date
LN-0101306,PENDING_REVIEW,YES,YES,YES,2025-11-17
LN-0101307,EXCEPTION_NOTED,YES,YES,YES,2025-10-21
LN-0101308,AUDIT_COMPLETE,YES,NO,YES,2026-01-22
LN-0101309,EXCEPTION_NOTED,YES,YES,YES,2025-12-26
LN-0101310,PENDING_REVIEW,YES,YES,YES,2025-10-14
LN-0101311,EXCEPTION_NOTED,YES,YES,YES,2026-01-26
LN-0101412,VERIFIED,NO,YES,YES,2025-10-05
LN-0101313,MISSING_DOCS,YES,YES,YES,2025-12-29
LN-0101314,MISSING_DOCS,YES,YES,YES,2025-12-17
LN-0101315,EXCEPTION_NOTED,YES,YES,YES,2025-10-27
LN-0101316,EXCEPTION_NOTED,NO,YES,YES,2025-10-04
LN-0101317,EXCEPTION_NOTED,YES,YES,YES,2025-12-07
LN-0101318,MISSING_DOCS,YES,YES,YES,2026-01-02
LN-0101319,VERIFIED,YES,YES,YES,2025-10-05
LN-0101320,EXCEPTION_NOTED,YES,YES,YES,2025-11-13
LN-0101321,VERIFIED,YES,YES,NO,2026-01-23
LN-0101322,MISSING_DOCS,YES,YES,YES,2026-01-13
LN-0101323,MISSING_DOCS,YES,YES,YES,2025-10-18
LN-0101324,MISSING_DOCS,YES,YES,YES,2026-01-05
LN-0101325,VERIFIED,YES,YES,YES,2025-11-21
LN-0101326,AUDIT_COMPLETE,YES,YES,YES,2025-11-08
LN-0101327,VERIFIED,YES,YES,YES,2025-10-28
LN-0101328,MISSING_DOCS,YES,YES,YES,2025-11-20
LN-0101329,EXCEPTION_NOTED,YES,YES,YES,2025-11-13
LN-0101330,MISSING_DOCS,YES,YES,YES,2025-10-06
LN-0101331,PENDING_REVIEW,YES,NO,YES,2025-11-18
LN-0101332,AUDIT_COMPLETE,YES,YES,YES,2025-11-08
LN-0101333,EXCEPTION_NOTED,YES,YES,YES,2025-10-13
LN-0101334,EXCEPTION_NOTED,YES,YES,YES,2025-10-09
LN-0101335,VERIFIED,YES,YES,YES,2025-10-21
LN-0101336,EXCEPTION_NOTED,YES,YES,YES,2025-12-12
LN-0101337,MISSING_DOCS,YES,YES,YES,2026-01-10
LN-0101338,PENDING_REVIEW,YES,NO,YES,2025-12-05
LN-0101339,EXCEPTION_NOTED,NO,YES,YES,2025-10-06
LN-0101340,MISSING_DOCS,YES,YES,YES,2026-01-10
LN-0101341,PENDING_REVIEW,NO,YES,YES,2025-11-27
LN-0101342,AUDIT_COMPLETE,YES,YES,YES,2026-01-12
LN-0101344,EXCEPTION_NOTED,YES,YES,YES,2025-11-18
LN-0101345,VERIFIED,YES,YES,YES,2025-12-01
LN-0101346,VERIFIED,YES,YES,YES,2026-01-22
LN-0101347,PENDING_REVIEW,YES,YES,YES,2026-01-21
LN-0101348,MISSING_DOCS,YES,YES,YES,2025-10-12
LN-0101349,PENDING_REVIEW,YES,YES,YES,2025-10-04
LN-0101350,VERIFIED,YES,YES,YES,2026-01-25
LN-0101351,AUDIT_COMPLETE,YES,YES,YES,2025-12-17
LN-0101352,MISSING_DOCS,YES,YES,YES,2025-12-04
LN-0101353,MISSING_DOCS,YES,YES,YES,2025-10-07
LN-0101354,EXCEPTION_NOTED,YES,YES,YES,2025-11-05
LN-0101355,AUDIT_COMPLETE,YES,YES,YES,2025-11-28
LN-0101356,PENDING_REVIEW,YES,YES,YES,2025-11-08
LN-0101357,PENDING_REVIEW,YES,YES,YES,2025-12-16
LN-0101358,VERIFIED,YES,YES,YES,2025-12-11
LN-0101359,EXCEPTION_NOTED,YES,YES,YES,2026-01-27
LN-0101360,AUDIT_COMPLETE,YES,YES,YES,2025-12-17
LN-0101361,MISSING_DOCS,YES,YES,YES,2025-11-13
LN-0101362,EXCEPTION_NOTED,YES,YES,YES,2025-11-12
LN-0101363,MISSING_DOCS,YES,YES,YES,2025-11-17
LN-0101364,VERIFIED,YES,YES,YES,2025-11-16
LN-0101365,EXCEPTION_NOTED,NO,YES,YES,2025-12-08
LN-0101366,VERIFIED,YES,YES,YES,2025-10-17
LN-0101367,VERIFIED,YES,YES,YES,2025-12-16
LN-0101368,PENDING_REVIEW,YES,YES,YES,2025-11-17
LN-0101369,VERIFIED,YES,YES,YES,2025-11-13
LN-0101370,EXCEPTION_NOTED,YES,YES,YES,2025-12-11
LN-0101371,PENDING_REVIEW,YES,YES,YES,2025-12-01
LN-0101372,PENDING_REVIEW,YES,YES,YES,2025-11-28
LN-0101373,PENDING_REVIEW,YES,YES,YES,2025-11-01
LN-0101374,VERIFIED,YES,YES,YES,2025-12-27
LN-0101375,VERIFIED,YES,YES,YES,2026-01-24
LN-0101376,MISSING_DOCS,YES,YES,YES,2025-12-15
LN-0101377,MISSING_DOCS,YES,YES,YES,2026-01-18
LN-0101378,EXCEPTION_NOTED,YES,YES,YES,2026-01-01
LN-0101379,VERIFIED,YES,YES,YES,2025-11-08
LN-0101380,AUDIT_COMPLETE,YES,YES,YES,2025-12-02
LN-0101481,AUDIT_COMPLETE,YES,YES,YES,2025-12-01
LN-0101382,PENDING_REVIEW,YES,YES,YES,2025-10-26
LN-0101384,PENDING_REVIEW,YES,NO,YES,2025-12-29
LN-0101385,PENDING_REVIEW,YES,YES,NO,2025-12-07
LN-0101386,VERIFIED,YES,YES,YES,2025-11-25
LN-0101387,VERIFIED,YES,YES,YES,2026-01-16
LN-0101388,AUDIT_COMPLETE,YES,YES,NO,2025-10-11
LN-0101389,AUDIT_COMPLETE,NO,NO,YES,2025-10-11
LN-0101390,EXCEPTION_NOTED,YES,YES,YES,2025-12-28
LN-0101391,PENDING_REVIEW,YES,YES,YES,2025-12-22
LN-0101392,MISSING_DOCS,YES,YES,YES,2025-11-26
LN-0101393,VERIFIED,YES,YES,YES,2025-11-11
LN-0101394,VERIFIED,YES,YES,YES,2025-11-28
LN-0101395,MISSING_DOCS,YES,YES,YES,2025-10-26
LN-0101396,PENDING_REVIEW,YES,YES,YES,2025-12-03
LN-0101397,MISSING_DOCS,YES,NO,YES,2025-12-08
LN-0101398,VERIFIED,YES,YES,YES,2025-12-05
LN-0101399,AUDIT_COMPLETE,YES,YES,YES,2025-10-24
LN-0101400,VERIFIED,YES,YES,YES,2026-01-04
LN-0101401,EXCEPTION_NOTED,YES,YES,YES,2025-12-31
LN-0101402,VERIFIED,YES,YES,YES,2025-10-22
LN-0101404,VERIFIED,YES,YES,YES,2025-10-29
LN-0101405,EXCEPTION_NOTED,YES,YES,YES,2025-12-19
LN-0101406,PENDING_REVIEW,NO,YES,YES,2025-11-13
LN-0101407,PENDING_REVIEW,NO,YES,YES,2026-01-26
LN-0101408,VERIFIED,YES,YES,NO,2025-11-28
LN-0101409,AUDIT_COMPLETE,YES,YES,YES,2025-10-04
LN-0101410,PENDING_REVIEW,YES,YES,NO,2025-10-23
LN-0101411,VERIFIED,YES,YES,YES,2025-12-29
LN-0101412,MISSING_DOCS,YES,YES,YES,2026-01-24
LN-0101413,PENDING_REVIEW,YES,YES,YES,2025-11-01
LN-0101414,AUDIT_COMPLETE,NO,YES,YES,2025-10-05
LN-0101415,MISSING_DOCS,YES,YES,YES,2025-10-29
LN-0101416,AUDIT_COMPLETE,YES,YES,YES,2026-01-23
LN-0101417,AUDIT_COMPLETE,YES,YES,YES,2026-01-10
LN-0101418,AUDIT_COMPLETE,YES,YES,YES,2026-01-11
LN-0101419,MISSING_DOCS,NO,YES,YES,2025-11-08
LN-0101420,MISSING_DOCS,YES,NO,YES,2025-10-14
LN-0101421,PENDING_REVIEW,YES,YES,YES,2026-01-26
LN-0101422,AUDIT_COMPLETE,YES,YES,YES,2025-11-25
LN-0101423,EXCEPTION_NOTED,YES,YES,YES,2025-11-28
LN-0101424,AUDIT_COMPLETE,YES,YES,YES,2025-10-29
LN-0101425,AUDIT_COMPLETE,YES,YES,YES,2026-01-18
LN-0101426,PENDING_REVIEW,YES,YES,YES,2025-11-17
LN-0101427,AUDIT_COMPLETE,YES,YES,YES,2025-12-14
LN-0101428,VERIFIED,YES,YES,YES,2025-11-25
LN-0101429,AUDIT_COMPLETE,YES,YES,YES,2025-10-20
LN-0101430,MISSING_DOCS,YES,YES,YES,2026-01-25
LN-0101431,AUDIT_COMPLETE,YES,YES,YES,2025-12-06
LN-0101432,VERIFIED,YES,YES,YES,2025-10-10
LN-0101433,VERIFIED,YES,YES,YES,2026-01-12
LN-0101434,AUDIT_COMPLETE,YES,YES,YES,2025-11-27
LN-0101435,EXCEPTION_NOTED,YES,YES,YES,2025-10-15
LN-0101436,VERIFIED,YES,YES,YES,2025-10-15
LN-0101437,PENDING_REVIEW,YES,YES,YES,2025-10-30
LN-0101438,AUDIT_COMPLETE,YES,YES,YES,2025-10-25
LN-0101439,MISSING_DOCS,YES,YES,YES,2025-11-28
LN-0101440,EXCEPTION_NOTED,YES,YES,YES,2026-01-26
LN-0101441,MISSING_DOCS,YES,YES,YES,2025-10-13
LN-0101442,MISSING_DOCS,NO,YES,YES,2025-10-13
LN-0101443,VERIFIED,YES,YES,YES,2026-01-10
LN-0101444,AUDIT_COMPLETE,YES,YES,YES,2025-11-17
LN-0101445,PENDING_REVIEW,YES,YES,YES,2025-12-15
LN-0101446,VERIFIED,YES,YES,YES,2025-11-01
LN-0101447,PENDING_REVIEW,YES,YES,YES,2026-01-06
LN-0101448,EXCEPTION_NOTED,YES,YES,YES,2026-01-10
LN-0101449,PENDING_REVIEW,YES,YES,YES,2025-11-11
LN-0101450,AUDIT_COMPLETE,YES,YES,YES,2025-12-23
LN-0101451,VERIFIED,YES,YES,YES,2025-10-27
LN-0101453,PENDING_REVIEW,YES,YES,YES,2025-11-07
LN-0101454,AUDIT_COMPLETE,YES,YES,YES,2026-01-06
LN-0101456,PENDING_REVIEW,YES,YES,YES,2025-12-23
LN-0101457,EXCEPTION_NOTED,YES,NO,YES,2025-10-11
LN-0101459,AUDIT_COMPLETE,YES,YES,YES,2026-01-26
LN-0101460,MISSING_DOCS,YES,YES,YES,2025-11-24
LN-0101461,EXCEPTION_NOTED,YES,YES,NO,2025-10-19
LN-0101462,AUDIT_COMPLETE,YES,YES,YES,2025-10-30
LN-0101463,MISSING_DOCS,YES,YES,YES,2025-10-26
LN-0101464,MISSING_DOCS,NO,YES,NO,2025-10-29
LN-0101465,AUDIT_COMPLETE,YES,YES,YES,2025-12-15
LN-0101466,MISSING_DOCS,YES,YES,YES,2025-12-09
LN-0101467,MISSING_DOCS,NO,YES,YES,2025-12-05
LN-0101468,VERIFIED,YES,YES,YES,2025-12-08
LN-0101469,PENDING_REVIEW,YES,YES,YES,2025-11-14
LN-0101471,EXCEPTION_NOTED,YES,YES,YES,2025-11-06
LN-0101472,VERIFIED,NO,YES,YES,2025-10-22
LN-0101473,EXCEPTION_NOTED,YES,YES,YES,2025-12-01
LN-0101474,VERIFIED,YES,YES,YES,2025-10-18
LN-0101475,MISSING_DOCS,NO,YES,YES,2025-11-11
LN-0101476,PENDING_REVIEW,YES,YES,YES,2025-10-05
LN-0101477,VERIFIED,YES,YES,YES,2025-12-10
LN-0101478,AUDIT_COMPLETE,YES,YES,YES,2025-12-30
LN-0101479,VERIFIED,YES,YES,YES,2026-01-13
LN-0101480,VERIFIED,YES,YES,YES,2025-10-12
LN-0101481,PENDING_REVIEW,YES,NO,YES,2025-10-21
LN-0101482,MISSING_DOCS,YES,YES,YES,2026-01-05
LN-0101483,MISSING_DOCS,YES,YES,YES,2026-01-12
LN-0101484,EXCEPTION_NOTED,YES,YES,YES,2025-11-07
LN-0101485,EXCEPTION_NOTED,YES,YES,YES,2026-01-20
LN-0101486,AUDIT_COMPLETE,YES,YES,YES,2025-11-23
LN-0101487,EXCEPTION_NOTED,YES,YES,YES,2025-12-25
LN-0101488,MISSING_DOCS,YES,YES,YES,2025-10-31
LN-0101489,AUDIT_COMPLETE,YES,YES,YES,2025-12-26
LN-0101491,VERIFIED,YES,YES,YES,2025-11-08
LN-0101492,EXCEPTION_NOTED,YES,YES,YES,2025-10-13
LN-0101493,MISSING_DOCS,YES,YES,YES,2026-01-09
LN-0101594,AUDIT_COMPLETE,YES,YES,YES,2025-12-11
LN-0101495,AUDIT_COMPLETE,YES,YES,YES,2025-10-21
LN-0101496,VERIFIED,YES,YES,YES,2025-11-01
LN-0101497,MISSING_DOCS,YES,YES,YES,2025-11-23
LN-0101498,AUDIT_COMPLETE,YES,YES,YES,2025-10-29
LN-0101499,MISSING_DOCS,YES,YES,YES,2025-12-26
LN-0101500,VERIFIED,YES,YES,YES,2025-11-13
LN-0101501,VERIFIED,YES,YES,YES,2026-01-08
LN-0101502,MISSING_DOCS,YES,YES,YES,2025-11-01
LN-0101503,AUDIT_COMPLETE,YES,YES,YES,2025-11-02
LN-0101504,MISSING_DOCS,YES,YES,YES,2026-01-08
LN-0101505,PENDING_REVIEW,YES,YES,YES,2025-11-08
LN-0101506,EXCEPTION_NOTED,YES,YES,NO,2025-12-16
LN-0101507,EXCEPTION_NOTED,YES,YES,YES,2026-01-01
LN-0101508,MISSING_DOCS,YES,YES,NO,2026-01-10
LN-0101509,VERIFIED,YES,YES,YES,2025-12-06
LN-0101510,AUDIT_COMPLETE,YES,YES,YES,2025-10-26
LN-0101511,EXCEPTION_NOTED,YES,YES,YES,2025-10-09
LN-0101512,MISSING_DOCS,NO,YES,YES,2025-12-08
LN-0101513,AUDIT_COMPLETE,YES,YES,YES,2025-12-06
LN-0101514,PENDING_REVIEW,YES,YES,NO,2025-12-10
LN-0101515,EXCEPTION_NOTED,YES,YES,YES,2025-11-09
LN-0101516,PENDING_REVIEW,YES,YES,YES,2025-10-07
LN-0101517,MISSING_DOCS,YES,YES,YES,2025-12-22
LN-0101518,MISSING_DOCS,YES,YES,YES,2026-01-17
LN-0101519,PENDING_REVIEW,YES,YES,YES,2025-12-25
LN-0101521,EXCEPTION_NOTED,YES,YES,YES,2025-12-21
LN-0101522,VERIFIED,YES,YES,YES,2026-01-07
LN-0101523,EXCEPTION_NOTED,YES,YES,YES,2026-01-19
LN-0101524,PENDING_REVIEW,YES,YES,YES,2026-01-20
LN-0101525,EXCEPTION_NOTED,YES,YES,YES,2026-01-04
LN-0101526,MISSING_DOCS,YES,YES,YES,2025-12-13
LN-0101527,EXCEPTION_NOTED,YES,YES,YES,2026-01-08
LN-0101528,PENDING_REVIEW,YES,YES,YES,2025-10-24
LN-0101529,PENDING_REVIEW,YES,YES,YES,2025-11-16
LN-0101530,AUDIT_COMPLETE,YES,YES,YES,2025-12-13
LN-0101531,AUDIT_COMPLETE,YES,YES,YES,2025-11-10
LN-0101532,EXCEPTION_NOTED,YES,YES,YES,2025-11-25
LN-0101533,EXCEPTION_NOTED,YES,YES,YES,2025-12-23
LN-0101534,MISSING_DOCS,YES,YES,YES,2025-10-11
LN-0101535,VERIFIED,YES,NO,YES,2025-12-24
LN-0101536,PENDING_REVIEW,NO,YES,YES,2025-12-07
LN-0101537,EXCEPTION_NOTED,NO,YES,YES,2025-10-04
LN-0101538,AUDIT_COMPLETE,YES,YES,YES,2025-12-01
LN-0101539,MISSING_DOCS,YES,YES,YES,2025-10-30
LN-0101540,MISSING_DOCS,YES,YES,YES,2025-10-30
LN-0101541,EXCEPTION_NOTED,YES,YES,YES,2025-10-16
LN-0101542,MISSING_DOCS,YES,YES,YES,2025-12-27
LN-0101543,AUDIT_COMPLETE,YES,YES,YES,2026-01-05
LN-0101544,VERIFIED,YES,YES,YES,2025-12-22
LN-0101545,PENDING_REVIEW,YES,YES,YES,2025-12-19
LN-0101546,EXCEPTION_NOTED,YES,YES,YES,2025-12-01
LN-0101547,PENDING_REVIEW,NO,YES,YES,2026-01-02
LN-0101548,AUDIT_COMPLETE,YES,YES,YES,2025-11-11
LN-0101549,VERIFIED,YES,YES,YES,2025-10-11
LN-0101550,EXCEPTION_NOTED,YES,YES,YES,2025-12-03
LN-0101551,PENDING_REVIEW,YES,YES,YES,2025-12-15
LN-0101552,EXCEPTION_NOTED,NO,YES,YES,2025-11-13
LN-0101553,EXCEPTION_NOTED,YES,YES,YES,2026-01-01
LN-0101554,EXCEPTION_NOTED,YES,YES,YES,2026-01-23
LN-0101555,AUDIT_COMPLETE,YES,YES,YES,2025-10-09
LN-0101557,EXCEPTION_NOTED,YES,YES,YES,2025-12-16
LN-0101558,MISSING_DOCS,YES,YES,YES,2025-10-27
LN-0101559,AUDIT_COMPLETE,YES,YES,YES,2025-11-13
LN-0101560,AUDIT_COMPLETE,YES,YES,YES,2025-11-15
LN-0101561,PENDING_REVIEW,YES,YES,YES,2025-11-04
LN-0101562,EXCEPTION_NOTED,NO,YES,YES,2025-12-23
LN-0101563,VERIFIED,YES,NO,YES,2025-12-21
LN-0101565,MISSING_DOCS,YES,YES,YES,2025-12-24
LN-0101566,EXCEPTION_NOTED,YES,NO,YES,2025-11-09
LN-0101567,VERIFIED,YES,YES,YES,2025-12-25
LN-0101568,EXCEPTION_NOTED,YES,YES,YES,2026-01-05
LN-0101569,VERIFIED,YES,YES,YES,2025-12-17
LN-0101570,MISSING_DOCS,YES,YES,YES,2025-10-21
LN-0101571,MISSING_DOCS,YES,YES,YES,2025-10-26
LN-0101572,PENDING_REVIEW,NO,YES,YES,2025-10-30
LN-0101573,MISSING_DOCS,YES,YES,YES,2025-12-09
LN-0101574,MISSING_DOCS,YES,YES,YES,2025-10-19
LN-0101575,AUDIT_COMPLETE,NO,NO,YES,2025-10-30
LN-0101576,VERIFIED,YES,YES,YES,2025-12-16
LN-0101578,VERIFIED,YES,YES,YES,2026-01-09
LN-0101579,EXCEPTION_NOTED,YES,YES,YES,2025-11-21
LN-0101580,EXCEPTION_NOTED,YES,YES,YES,2025-11-06
LN-0101581,EXCEPTION_NOTED,YES,YES,YES,2025-11-24
LN-0101582,VERIFIED,YES,YES,YES,2025-12-27
LN-0101583,VERIFIED,YES,YES,YES,2026-01-10
LN-0101584,AUDIT_COMPLETE,YES,YES,YES,2026-01-09
LN-0101585,VERIFIED,YES,YES,NO,2025-12-02
LN-0101586,AUDIT_COMPLETE,YES,YES,YES,2026-01-23
LN-0101587,VERIFIED,YES,YES,YES,2025-12-26
LN-0101588,MISSING_DOCS,YES,YES,YES,2025-10-20
LN-0101589,AUDIT_COMPLETE,YES,YES,YES,2025-12-19
LN-0101590,MISSING_DOCS,YES,YES,YES,2025-12-03
LN-0101591,AUDIT_COMPLETE,YES,YES,YES,2026-01-12
LN-0101592,VERIFIED,YES,YES,YES,2025-12-15
LN-0101593,AUDIT_COMPLETE,YES,YES,YES,2026-01-08
LN-0101594,AUDIT_COMPLETE,YES,YES,YES,2026-01-18
LN-0101595,AUDIT_COMPLETE,YES,YES,YES,2025-12-17
LN-0101596,VERIFIED,YES,YES,YES,2025-11-16
LN-0101597,VERIFIED,YES,YES,YES,2025-10-27
LN-0101598,VERIFIED,YES,NO,YES,2026-01-04
LN-0101599,AUDIT_COMPLETE,YES,YES,YES,2025-12-11
LN-0101600,MISSING_DOCS,YES,YES,YES,2025-10-14
LN-0101601,PENDING_REVIEW,YES,YES,YES,2025-12-21
LN-0101602,VERIFIED,YES,YES,YES,2025-12-14
LN-0101603,MISSING_DOCS,YES,YES,YES,2025-10-06
LN-0101604,VERIFIED,YES,YES,YES,2025-11-20
LN-0101605,MISSING_DOCS,YES,YES,YES,2025-12-04
LN-0101606,EXCEPTION_NOTED,YES,YES,YES,2026-01-15
LN-0101607,MISSING_DOCS,YES,YES,YES,2026-01-09
LN-0101608,EXCEPTION_NOTED,YES,YES,YES,2026-01-14
LN-0101609,VERIFIED,YES,YES,YES,2025-12-22
LN-0101610,AUDIT_COMPLETE,YES,YES,YES,2025-12-23
LN-0101611,AUDIT_COMPLETE,YES,YES,YES,2025-10-10
LN-0101612,PENDING_REVIEW,YES,YES,YES,2025-10-06
LN-0101614,VERIFIED,YES,YES,YES,2025-11-19
LN-0101615,MISSING_DOCS,YES,YES,YES,2025-10-08
LN-0101616,EXCEPTION_NOTED,YES,YES,YES,2025-10-06
LN-0101617,VERIFIED,YES,YES,YES,2025-10-17
LN-0101618,MISSING_DOCS,YES,YES,YES,2026-01-11
LN-0101619,PENDING_REVIEW,YES,YES,YES,2025-11-17
LN-0101620,AUDIT_COMPLETE,YES,YES,YES,2025-10-17
LN-0101621,EXCEPTION_NOTED,YES,YES,NO,2025-11-02
LN-0101622,PENDING_REVIEW,YES,YES,YES,2025-10-12
LN-0101623,PENDING_REVIEW,NO,YES,YES,2025-10-13
LN-0101624,MISSING_DOCS,NO,YES,YES,2025-12-17
LN-0101625,MISSING_DOCS,YES,YES,YES,2025-11-02
LN-0101626,EXCEPTION_NOTED,YES,YES,YES,2025-10-19
LN-0101627,AUDIT_COMPLETE,YES,YES,YES,2025-10-14
LN-0101628,PENDING_REVIEW,YES,YES,YES,2026-01-02
LN-0101629,EXCEPTION_NOTED,YES,YES,YES,2025-10-04
LN-0101630,AUDIT_COMPLETE,YES,YES,NO,2025-10-19
LN-0101631,MISSING_DOCS,YES,YES,NO,2025-10-17
LN-0101632,AUDIT_COMPLETE,YES,YES,YES,2025-12-24
LN-0101633,MISSING_DOCS,YES,YES,YES,2026-01-12
LN-0101634,AUDIT_COMPLETE,NO,YES,YES,2025-11-23
LN-0101635,VERIFIED,YES,YES,YES,2025-11-15
LN-0101636,EXCEPTION_NOTED,YES,YES,YES,2025-10-14
LN-0101637,AUDIT_COMPLETE,YES,YES,YES,2025-10-04
LN-0101638,AUDIT_COMPLETE,YES,YES,YES,2025-11-24
LN-0101639,MISSING_DOCS,NO,NO,NO,2026-01-21
LN-0101640,VERIFIED,YES,YES,YES,2025-10-21
LN-0101641,AUDIT_COMPLETE,YES,YES,NO,2025-10-25
LN-0101642,PENDING_REVIEW,YES,YES,YES,2025-10-05
LN-0101643,VERIFIED,YES,YES,YES,2025-10-21
LN-0101644,MISSING_DOCS,YES,YES,YES,2025-12-07
LN-0101645,PENDING_REVIEW,YES,YES,YES,2026-01-07
LN-0101646,AUDIT_COMPLETE,YES,YES,YES,2025-12-14
LN-0101647,VERIFIED,YES,YES,YES,2026-01-16
LN-0101649,VERIFIED,YES,YES,YES,2025-12-12
LN-0101651,AUDIT_COMPLETE,YES,YES,YES,2025-12-20
LN-0101652,PENDING_REVIEW,YES,YES,YES,2026-01-02
LN-0101653,AUDIT_COMPLETE,YES,YES,YES,2026-01-12
LN-0101654,MISSING_DOCS,YES,YES,YES,2026-01-27
LN-0101655,EXCEPTION_NOTED,YES,YES,NO,2025-11-20
LN-0101656,MISSING_DOCS,YES,YES,YES,2025-11-05
LN-0101657,AUDIT_COMPLETE,YES,YES,YES,2025-12-10
LN-0101658,VERIFIED,YES,YES,YES,2026-01-02
LN-0101659,PENDING_REVIEW,YES,YES,YES,2025-11-13
LN-0101660,VERIFIED,YES,YES,YES,2025-10-21
LN-0101661,PENDING_REVIEW,YES,YES,YES,2025-10-04
LN-0101663,EXCEPTION_NOTED,YES,YES,YES,2025-12-23
LN-0101664,MISSING_DOCS,YES,YES,NO,2026-01-18
LN-0101665,MISSING_DOCS,YES,YES,YES,2025-11-02
LN-0101666,MISSING_DOCS,YES,YES,YES,2025-10-28
LN-0101667,EXCEPTION_NOTED,NO,YES,YES,2025-11-20
LN-0101668,PENDING_REVIEW,YES,YES,YES,2026-01-16
LN-0101669,VERIFIED,YES,YES,YES,2025-11-05
LN-0101670,EXCEPTION_NOTED,YES,YES,YES,2026-01-25
LN-0101671,EXCEPTION_NOTED,YES,YES,YES,2025-11-20
LN-0101672,VERIFIED,YES,YES,NO,2025-11-29
LN-0101673,EXCEPTION_NOTED,YES,YES,YES,2025-10-11
LN-0101674,EXCEPTION_NOTED,YES,YES,YES,2025-10-27
LN-0101675,MISSING_DOCS,YES,YES,YES,2026-01-17
LN-0101676,PENDING_REVIEW,YES,YES,YES,2025-12-15
LN-0101677,MISSING_DOCS,YES,YES,NO,2026-01-26
LN-0101678,PENDING_REVIEW,YES,YES,YES,2026-01-20
LN-0101679,EXCEPTION_NOTED,YES,YES,YES,2026-01-16
LN-0101680,EXCEPTION_NOTED,YES,YES,YES,2025-11-24
LN-0101681,MISSING_DOCS,YES,YES,YES,2025-10-16
LN-0101682,VERIFIED,YES,YES,YES,2025-12-29
LN-0101683,MISSING_DOCS,YES,YES,YES,2025-10-15
LN-0101684,AUDIT_COMPLETE,YES,YES,YES,2025-10-15
LN-0101687,EXCEPTION_NOTED,NO,YES,YES,2026-01-15
LN-0101688,VERIFIED,NO,YES,YES,2025-10-08
LN-0101689,AUDIT_COMPLETE,YES,NO,YES,2025-10-04
LN-0101690,EXCEPTION_NOTED,YES,YES,YES,2025-11-04
LN-0101691,EXCEPTION_NOTED,YES,YES,YES,2025-10-31
LN-0101692,VERIFIED,YES,YES,YES,2025-12-13
LN-0101693,VERIFIED,YES,YES,YES,2025-12-03
LN-0101694,VERIFIED,YES,YES,YES,2025-10-12
LN-0101695,VERIFIED,YES,YES,YES,2025-11-08
LN-0101696,EXCEPTION_NOTED,YES,NO,YES,2025-10-14
LN-0101697,MISSING_DOCS,NO,YES,YES,2025-11-07
LN-0101698,VERIFIED,YES,YES,YES,2025-10-09
LN-0101799,VERIFIED,YES,NO,YES,2025-11-19
LN-0101700,MISSING_DOCS,YES,YES,YES,2026-01-06
LN-0101701,PENDING_REVIEW,YES,YES,YES,2025-10-26
LN-0101702,AUDIT_COMPLETE,YES,YES,YES,2025-10-26
LN-0101703,VERIFIED,YES,YES,YES,2025-10-25
LN-0101704,EXCEPTION_NOTED,YES,YES,YES,2025-12-13
LN-0101706,VERIFIED,YES,YES,YES,2025-12-09
LN-0101707,MISSING_DOCS,YES,YES,YES,2025-12-29
LN-0101708,AUDIT_COMPLETE,YES,YES,YES,2025-12-03
LN-0101709,VERIFIED,YES,YES,YES,2025-11-18
LN-0101710,VERIFIED,YES,YES,YES,2025-11-30
LN-0101711,MISSING_DOCS,YES,YES,YES,2025-11-11
LN-0101712,PENDING_REVIEW,YES,YES,YES,2026-01-06
LN-0101713,VERIFIED,YES,YES,YES,2025-10-31
LN-0101714,PENDING_REVIEW,YES,YES,YES,2026-01-04
LN-0101715,EXCEPTION_NOTED,YES,YES,YES,2026-01-21
LN-0101716,VERIFIED,YES,YES,YES,2025-12-06
LN-0101717,AUDIT_COMPLETE,YES,YES,YES,2025-12-30
LN-0101718,MISSING_DOCS,YES,YES,YES,2025-11-02
LN-0101719,VERIFIED,YES,YES,YES,2025-10-10
LN-0101721,PENDING_REVIEW,YES,YES,YES,2025-11-04
LN-0101722,AUDIT_COMPLETE,YES,YES,YES,2025-12-27
LN-0101723,VERIFIED,YES,YES,YES,2025-11-15
LN-0101724,MISSING_DOCS,YES,YES,YES,2025-10-12
LN-0101725,PENDING_REVIEW,YES,YES,YES,2025-12-24
LN-0101726,MISSING_DOCS,YES,YES,YES,2026-01-26
LN-0101727,MISSING_DOCS,YES,YES,YES,2025-10-31
LN-0101728,PENDING_REVIEW,YES,YES,YES,2025-11-04
LN-0101729,MISSING_DOCS,YES,YES,YES,2025-11-12
LN-0101730,AUDIT_COMPLETE,YES,YES,YES,2025-11-09
LN-0101731,EXCEPTION_NOTED,YES,YES,YES,2025-10-29
LN-0101732,VERIFIED,NO,YES,YES,2025-10-28
LN-0101733,MISSING_DOCS,YES,YES,YES,2025-10-09
LN-0101734,MISSING_DOCS,YES,YES,YES,2025-10-13
LN-0101735,AUDIT_COMPLETE,YES,YES,YES,2025-10-19
LN-0101736,EXCEPTION_NOTED,YES,YES,YES,2026-01-02
LN-0101737,AUDIT_COMPLETE,YES,NO,YES,2025-10-22
LN-0101738,AUDIT_COMPLETE,YES,YES,YES,2026-01-09
LN-0101739,AUDIT_COMPLETE,YES,YES,YES,2025-12-15
